OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,lat,lon
68458,SPEEDWAY #6278,"I-96, EXIT 16",Coopersville,MI,456,3.599,40.18743852479344,-114.46257460847454
68458,SPEEDWAY #6278,"I-96, EXIT 16",Coopersville,MI,456,3.499,39.47063966465065,-102.37622792021503
68462,CHEVRON,SR-24 & SR-660,Houma                                   ,LA,623,3.099,34.05838884731987,-111.32315401805582
68463,SPANISH LAKE TRUCK AND CASINO PLAZA,SR-182,New Iberia,LA,730,3.329,33.731876831087654,-101.33475049385564
68465,LOVES TRAVEL STOP #470,"I-75, EXIT 451",Jasper,FL,10,3.32733333,44.13087329232893,-99.12385969462349
68466,KWIK TRIP #462,SR-11 & SR-83,Burlington,WI,444,3.274,34.47408681351184,-104.97044386095408
68468,SHELL,SR-193/SR-163 & CR-26,Theodore,AL,715,3.039,41.63257945078499,-87.16890252634354
68469,8 MILE STORE,"US-64/I-40, EXIT 127",Conway,AR,695,3.399,35.89682697310619,-74.05739743705452
68471,B LINE SHELL,SR-710,Jupiter                                 ,FL,140,3.95733333,32.088811061770556,-99.97023129473638
68476,CREEK TRAVEL PLAZA,"I-65, EXIT 54",Atmore,AL,715,3.13566666,30.160729465430386,-110.38284217624893
68480,KUM & GO #0414,US-212/SR-265,Springdale,AR,645,3.14233333,38.16386005522876,-106.46386209020083
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.59452716,44.63668227823399,-77.29995882518155
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.3415277,35.537042907138066,-91.4180138364926
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.53546381,35.357885009895675,-97.24944838465214
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.62102914,35.16137426774163,-112.51816392455366
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.63022827,37.80815755957288,-97.5136345838109
68482,PETRO-CANADA,HWY 91,Delta                                   ,BC,800,4.65745123,36.6099732513644,-106.07539983213067
68493,FAST TRACK 427,"I-10, EXIT 225/US-19",Lamont,FL,20,3.739,43.19871940090522,-72.84184360733255
68494,LOVES TRAVEL STOPS #469,"I-85, EXIT 15 & US-1",South Hill,VA,180,3.949,37.58281187585236,-75.79649452921343
68494,LOVES TRAVEL STOP #469,"I-85, EXIT 15 & US-1",South Hill,VA,180,3.949,37.61636757282853,-115.8048729085901
68497,JACKSONS FOOD STORE #30,"I-86, EXIT 61",Pocatello                               ,ID,825,3.459,32.07557392080835,-94.16732553693785
68499,DUBOIS TRAVEL STOP,I-15 & MAIN,Dubois                                  ,ID,825,4.299,44.74109311365579,-108.74708272426639
68506,WARRIOR RIDGE,US-22 & SR-3035,Ashland,PA,14,3.699,33.749593363032446,-99.46114552378546
68511,PWI #675,I-10/US-85/US-180 EXIT 155 & SR-227,Vado,NM,640,2.949,31.10046101189404,-76.15760008742717
68512,BP,US-29/SR-154,Palmetto                                ,GA,18,3.249,39.94719373462813,-93.62427400557276
68518,CHEVRON,SR-243,Gordon                                  ,GA,85,3.359,38.930495552353094,-103.28923533146201
68520,SPEED GAS,SR-56,Rosenhayn                               ,NJ,150,3.459,36.227184809891185,-109.60558229475015
68522,MINIT MART #600632,"I-474, EXIT 9 & SR-29",Pekin,IL,368,3.739,36.33288350821017,-79.98375702967553
68524,Coastal Fuel,US-421,Wilmington                              ,NC,245,3.399,41.77595881569647,-88.77409923178264
68531,CASEYS #2845,"SR-150, I-380, EXIT 41",Urbana,IA,380,3.449,32.93568960149474,-96.59672697868844
68533,MACH ONE FOOD SHOP #17,US-45/US-50,Flora,IL,510,3.899,42.30379978417335,-109.1257823068511
68534,BG FOOD MART,US-31,Bowling Green,KY,460,3.05733333,39.731206708425276,-103.28768129214343
68535,CASEYS #3295,SR-35 & SR-27,Prairie Du Chien,WI,420,3.499,36.284546606692864,-72.00782866307406
68541,DUCK THRU #3,SR-11 & SR-561,Ahoskie,NC,130,3.56233333,36.87042924875803,-93.99550311970827
68542,EXCELL FUELS,SR-5,Buffalo,NY,38,3.999,33.849708107791436,-99.96503593783736
68549,GOOD 2 GO #212,US-310/SR 789,Lovell,WY,780,3.657,41.281714990454624,-93.92889788258381
68552,HUCKS FOOD & FUEL #368,"US-41, EXIT 44/SR-281",Madisonville,KY,340,3.399,37.693121134579016,-81.05057470501956
68556,MONICARLO FUEL STOP,US-61 & SR-54,Garyville                               ,LA,623,3.199,34.812818141247654,-102.99455317485656
68559,KUM & GO #0779,"I-35, EXIT 92 & US-136",Bethany,MO,320,2.95566666,38.940751736414256,-111.06469395336956
68562,CHEVRON,SR-3235,Galliano                                ,LA,725,3.499,44.93601678076985,-90.75319408304762
68572,FOOD N FUN #17,US-90 & SR-83 & CR-605,New Iberia                              ,LA,730,3.067,36.528934194848304,-86.73979482594663
68574,SPRING STREET SERVICE STATION,US-1/US-9,Elizabeth                               ,NJ,115,3.099,43.810371011679294,-84.36409985207251
68581,CHEVRON #308195,"I-82, EXIT 58/US-12 & SR-223",Granger,WA,977,4.499,35.17525259886849,-75.90062046169352
68581,CHEVRON #308195,"I-82, EXIT 58/US-12 & SR-223",Granger,WA,977,4.329,30.820990603874787,-101.44129396554435
68588,SHELL,"US-202, EXIT 16",Orange,MA,175,3.649,33.06363159552643,-116.23225518855541
68592,Sprint Food #742,US-25/SR-121,North Augusta                           ,SC,135,3.159,36.28042714991526,-72.0825708184529
68593,ONE9 #1285,"I-20, EXIT 386 & US-281",Santo,TX,575,2.924,33.29452392891854,-98.24940362812625
68594,CIRCLE K #2723796,SR-S-8-33 & SR-S-8-119,Charleston,SC,42,3.199,30.003405573273835,-88.83712451634344
68595,SUPER LUCKY LOUIES,US-190/SR-1,Port Allen                              ,LA,600,3.03233333,43.72502306621291,-86.68473384358538
68596,FLASH MARKET SHELL,US-63,Koshkonong,MO,418,3.499,42.65819116846394,-92.67431456493982
68598,7-ELEVEN #41032,US-84 & US-259,Mount Enterprise,TX,618,3.349,41.13438347230421,-109.73712351318649
68602,NEW DIXIE MART #19,"I-95, EXIT150",Whitakers,NC,205,3.339,32.51721893469043,-82.24284749419293
68606,SAMS MART #95,SR-49,Harrisburg                              ,NC,46,3.799,31.80545364314979,-79.81240128479592
68613,SHEETZ #236,SR-441 & SR-772,Marietta,PA,70,3.389,31.01407124208575,-92.351220699128
68618,MINER TOWNE MART,206 R-11,Shullsburg,WI,335,3.399,40.86043783159382,-95.57194197075792
68621,CIRCLE K #2723367,"I-77, EXIT 8 & SR-148",Fancy Gap,VA,65,3.29066666,43.93211941031828,-114.30309084360073
68622,PILOT #474,"I-79, EXIT 67 & SR-19",Sutton,WV,44,3.86566666,36.458037313695556,-115.8024169250108
68623,FLYING J TRAVEL PLAZA #304,"I-469, EXIT 19 & US-30",New Haven,IN,370,3.859,31.78711007994072,-103.02175772182356
68623,FLYING J #304,"I-469, EXIT 19 & US-30",New Haven,IN,370,3.859,37.6858923109816,-104.45769222413034
68624,PILOT #586,"I-10, EXIT 69 & SR-63",Moss Point                              ,MS,715,3.459,35.23247861187945,-72.31717745183644
68625,FLYING J #470 HUDSON,"I-94, EXIT 10 & US-65",Roberts,WI,450,3.559,35.62237386524997,-80.81886287782851
68626,BECKS EXPRESS MART #14,SR-26,Princeton,IL,270,3.249,39.31995936233561,-87.003785237047
68630,DOWNSTREAM Q STORE,US-166/US-400,Joplin,MO,277,3.199,40.78077169893304,-94.11759554911976
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.92467152,31.65905398309741,-111.63162346366744
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.87010202,30.533853462097145,-71.0771663907858
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.93190461,44.91495454028572,-101.2479650879895
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.89595718,33.49092523373328,-114.65371987763776
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.93248441,30.807457873626888,-95.3100552142127
68634,PETRO-CANADA,"HWY-111, EXIT 3",Dartmouth,NS,100,3.89509753,32.8481299364388,-76.30009941934584
68639,PETRO-CANADA,QEW-2,Calgary,AB,50,4.07143281,30.584367695226963,-75.63544991113352
68639,PETRO-CANADA,QEW-2,Calgary,AB,50,3.72969139,35.87716341925758,-119.45170419717763
68639,PETRO-CANADA,QEW-2,Calgary,AB,50,3.84875514,42.036026766769865,-75.68521276243001
68639,PETRO-CANADA,QEW-2,Calgary,AB,50,3.72804545,35.11866674636581,-106.42578912500707
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.48307714,36.662751103175495,-118.05138180157884
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.56330583,40.133801603511586,-77.61048648185628
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.60163996,37.6334110510482,-76.80666220058959
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.63022827,42.921685290319864,-90.1884460078825
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.48076848,42.99053512568635,-91.27831213518208
68641,PETRO-CANADA,HWY-37,Kitwanga,BC,850,4.62102914,30.148660432367304,-79.34398636892902
68642,EXXON SANDY RIDGE MART,"I-40/US-421, EXIT 208",Colfax,NC,65,3.099,41.67069459724799,-80.68452236448601
68643,SHELL,"I-95, EXIT 58 & US-13",Wade,NC,63,3.199,36.91100400362511,-75.4947263278648
68644,SUPERPUMPER #32,US-2,Minot,ND,452,3.599,44.83260811955495,-92.36262762016483
68650,MARATHON,"I-75, EXIT 8",Cincinnati                              ,OH,300,3.899,37.248481138131524,-71.61764536335957
68653,KWIK TRIP #679,"I-43, EXIT 128 & SR-42",Sheboygan,WI,444,3.21566666,44.80343918082446,-70.19265845333308
68656,TA Express Williston,US-2 & US-85,Williston                               ,ND,807,3.44733333,41.318540418086044,-114.17276950006837
68659,KWIK TRIP #659,"US-52, EXIT 56 & CR-22",Rochester,MN,515,3.549,33.729073269199596,-77.52281202229389
68663,LOVES TRAVEL STOP #474,US-85/US-2 & CR-6,Williston,ND,273,3.519,38.075924689304365,-95.00888711257055
68665,BIG D 14,"I-90, EXIT 46/US-14/SR-79",Piedmont                                ,SD,506,3.13733333,44.88203459217874,-100.6216830850084
68671,CASEYS #2969,US-81 & RD F,Fairmont,NE,350,3.28233333,42.86295911627886,-89.34638450586425
68672,24 NORTH MOBIL,"I-495, EXIT 7A & SR-24, EXIT 14B",Bridgewater,MA,175,3.699,31.460503406868316,-117.20172213689965
68674,TEXACO,US-290 & SR-696,Elgin                                   ,TX,595,3.099,40.59557995214994,-94.676944061646
68684,Rebecca Plantation Truck Plaza,"US-90, EXIT 200 & SR-311",Schriever                               ,LA,623,2.999,35.18369378806219,-76.45547149866667
68685,QUICK FUEL #2403,"I-29/I-35/SR-71, EXIT 5B",Kansas City,MO,400,3.344,30.10473392820522,-109.32692419305155
68689,CHEVRON,"I-10, EXIT 59 & SR-395",Roanoke                                 ,LA,690,3.609,36.05221453540499,-98.68050526152874
68690,MARATHON,US-30 & SR-30,Mansfield,OH,315,3.499,33.52131632587457,-73.02595561425622
68691,BYRNE DAIRY #43,"I-81, EXIT 36 & SR-13",Pulaski,NY,220,4.099,42.28303905780707,-98.57180810971514
68692,DANDY MINI MART #57,SR-14,Horseheads,NY,190,3.899,35.05995913268648,-102.08161838338009
68693,SUPER STOPS,SR-70 & SR-308,Belle Rose,LA,623,3.499,42.412855409307255,-97.97316759383109
68696,STRIPES #40800,FM-351 & US-181,Beeville,TX,625,3.01566666,30.00896908252193,-94.02736167412218
68697,STRIPES #40915,"I-35, EXIT 8 & SR-20 & FM-1472",Laredo,TX,693,2.979,34.61728725039179,-88.40043279342656
68698,GAS N WASH,"I-80, EXIT 145 & SR-84",Mokena,IL,365,3.499,33.617478214616426,-79.96535995416345
68699,ORGANIC CONNECTION MOBIL,SR-997,Homestead,FL,95,3.344,33.503510416029165,-97.39488971178429
68701,SPEEDWAY #1421,US-45 & CR-74,Frankfort,IL,293,3.399,31.022799296481942,-79.12595324549298
68701,SPEEDWAY #1421,US-45 & CR-74,Frankfort,IL,293,3.359,32.80686405615752,-93.31396693239597
68701,SPEEDWAY #1421,US-45 & CR-74,Frankfort,IL,293,3.299,38.3332435482843,-103.07597448160112
68701,SPEEDWAY #1421,US-45 & CR-74,Frankfort,IL,293,3.369,34.37041609256617,-87.10245859402929
68702,QUIKTRIP #1120,"I-85, EXIT 90 & SR-105",Gaffney,SC,210,3.19066666,36.26092173493722,-84.11388726282543
68708,LOVES TRAVEL STOP #476,"I-80, EXIT 292 & SR-130",Davenport,IA,270,3.86233333,35.653003205207824,-92.09755121852562
68716,ALLTOWN MARKETS #833,I-95 EXIT 41,Milford,CT,100,3.599,43.13857387499842,-117.16925134326382
68722,Pilot #140,US-40/US-191,Roosevelt,UT,835,3.759,43.579484985157734,-111.50585624195875
68730,KENT KWIK #315,SR-158 & FM-1788,Midland,TX,710,3.43733333,37.3943545748379,-105.73511395548859
68733,PETRO-CANADA,TCH/HWY 11,Cochrane                                ,ON,460,3.70183709,34.95233925473406,-105.86871970242535
68733,PETRO-CANADA,TCH/HWY 11,Cochrane                                ,ON,460,3.70020344,31.602010560035453,-86.32895998765648
68733,PETRO-CANADA,TCH/HWY 11,Cochrane                                ,ON,460,3.70920637,44.30104319073143,-119.08256691631837
68733,PETRO-CANADA,TCH/HWY 11,Cochrane                                ,ON,460,3.70865949,30.903404173504462,-82.215911147524
68734,LOVES TRAVEL STOP #478,"I-15, EXIT 113",Idaho Falls,ID,825,3.75566666,34.464754163524205,-106.73287625965334
68737,KWIK TRIP #691,"I-39, EXIT 161",Stevens Point,WI,395,3.559,34.470993017550065,-104.49890768919488
68738,CASEYS #2316,US-136/SR-5 & SR-5,Unionville,MO,320,3.214,34.80601929210322,-93.60450860280379
68740,Certified Oil #400352,US-20 & SR-510 & SR-101,Clyde,OH,550,3.379,32.464302649086136,-109.20371995305213
68741,COUNTY LINE TRUCK STOP,SR-22,Dickinson,ND,273,3.53233333,41.74742146385546,-75.77643432122363
68742,ARTESIA #401,SR-82 & SR-285,Artesia,NM,593,3.439,31.83746792948984,-115.73156103367174
68796,MR FUEL #731,"I-70, EXIT 123 & SR-3",Spiceland,IN,375,3.699,39.52359988729744,-97.78088188494675
68797,SPEEDWAY #1412,SR-43,Frankfort,IL,293,3.359,31.857690400587263,-77.52888652725551
68798,PILOT DEALER #1179,SR-189,Nogales,AZ,980,4.249,31.05803456389435,-89.20780527893821
68798,PILOT #1179,SR-189,Nogales,AZ,980,4.249,43.64144255528815,-105.38352420786833
68799,SHELL FOOD MART # 25,"I-20, EXIT 77 & SR-13",Morton,MS,705,3.199,32.85193149478059,-98.96198961117696
68801,7-ELEVEN #40574,US-281,Blanco,TX,740,3.399,42.31875231839557,-84.66528098287426
68803,SHELL,"I-45, EXIT 152",Madisonville                            ,TX,670,3.18233333,38.16946306660704,-71.33696283180504
68806,SHELL,US-90,Westwego                                ,LA,725,3.06566666,31.167847794131543,-75.34306408102833
68808,SPEEDWAY #4574,US-701,Loris,SC,245,3.269,44.33172287157101,-102.87835958088115
68813,SPEEDWAY #8741,"I-96, EXIT 86 & SR-100",Eagle,MI,406,3.789,33.704417504878386,-70.09010603560712
68814,TA HOLBROOK,"I-40/US-180, EXIT 283",Holbrook,AZ,580,3.65566666,42.8946801802891,-119.82476682344709
68815,LOVES TRAVEL STOP #471,"I-35, EXIT 127 & FM-471",Natalia,TX,740,3.203,32.53215008676846,-118.61851220957925
68815,LOVES TRAVEL STOPS #471,"I-35, EXIT 127 & FM-471",Natalia,TX,740,3.289,42.809143232127795,-78.8079742414403
68821,Joe's Kwik Mart #473,CR-139,Lancaster,NY,38,3.799,30.19843219357941,-110.0268656583474
68821,Joe's Kwik Mart #473,CR-139,Lancaster,NY,38,3.659,37.67670684854221,-116.96153658018795
68822,CASEYS #3919,"I-35/US-50, EXIT 148 & SR-131",Lebo,KS,400,3.089,41.54163869132335,-108.14259633817488
68823,FRIENDS FOOD MART,SR-13,Mansfield                               ,OH,249,4.199,44.02193276239175,-98.69499230095698
68824,EXPRESSWAY,SR-60 & CR-9,Heron Lake,MN,425,3.299,43.638032043097304,-83.47168647832976
68825,ALLTOWN MARKETS #832,"I-95, EXIT 40",Milford,CT,100,3.599,42.29437304321468,-88.78322367243973
68826,HIGHWAY SERVICE,US-44,Seekonk                                 ,MA,175,3.319,43.322870244919564,-108.11893912197898
68828,CIRCLE K #2721540,US-78 & SR-15,New Albany,MS,435,3.759,32.98829528755615,-94.83647759497077
68831,KWIK TRIP #896,SR-65 & CR-J,Minneapolis,MN,451,3.599,34.26276443567593,-73.68929473007157
68835,SPEEDWAY #7954,US-258/SR-24,Richlands,NC,205,3.324,34.33452787381588,-79.24961115081211
68836,Corner Market #160,US-60,Pampa,TX,585,3.399,35.655808965025486,-103.84051075841033
68839,CHOCTAW TRAVEL PLAZA #641,US-69/SR-43,Stringtown,OK,560,3.159,35.899810055777834,-70.88677193221518
68840,LOVES TRAVEL STOP #475,"I-20/US-84, EXIT 242 & FM-142",Sweetwater,TX,575,3.189,38.168329869820134,-84.56897997824345
68841,PILOT TRAVEL CENTER #575,"I-95, EXIT 1",Saint Marys,GA,75,3.599,32.39819645049662,-116.87753221666091
68841,PILOT TRAVEL CENTERS #575,"I-95, EXIT 1",Saint Marys,GA,75,3.599,40.36869995678984,-118.24196433556807
68843,PILOT #467,"I-37, EXIT 125",San Antonio                             ,TX,740,3.399,32.5134980895676,-111.5796025494985
68844,FLYING J #553,"I-10, EXIT 259",Fort Stockton                           ,TX,710,3.659,34.65462723156821,-83.60720659749266
68845,PILOT TRAVEL CENTER #4651,"I-95, EXIT 4",Skippers,VA,180,3.799,37.55017695909231,-110.81305370787861
68847,CIRCLE K #2741553,US-190/US-183 & US-281,Lampasas                                ,TX,595,2.759,41.94660842285216,-94.42566153955832
68848,CIRCLE K #2741328,"I-35, EXIT 328 & FM-2063",Hewitt                                  ,TX,765,2.86566666,41.092038498580905,-115.33699399095842
68849,Circle K #2706632,US-80/SR-8 & CR-480,Selma,AL,720,3.699,39.68301534615783,-73.95569210849024
68850,SPRINT MART #67,US-84/US-425,Vidalia,LA,730,3.08233333,32.336598908702555,-102.80196932082163
68855,FLYING J #861,"TCH 1, EXIT 168",Hope,BC,800,5.1212761,38.205680184233664,-74.59339717196846
68855,FLYING J #861,"TCH 1, EXIT 168",Hope,BC,800,5.12014607,31.31169752699828,-72.75621790447278
68855,FLYING J #861,"TCH 1, EXIT 168",Hope,BC,800,5.13184711,35.66044765194976,-119.69356763431595
68855,FLYING J #861,"TCH 1, EXIT 168",Hope,BC,800,5.12240662,36.20274795434939,-96.7932406400634
68855,FLYING J #861,"TCH 1, EXIT 168",Hope,BC,800,5.12391477,30.59717159168631,-118.76719721465535
68855,FLYING J #861,"TCH 1, EXIT 168",Hope,BC,800,5.13260385,34.109821492049576,-74.56536168485471
68856,KWIK N EZ #1,"I-40, EXIT 265",Checotah                                ,OK,645,2.909,44.33474200899734,-94.0796227632712
68860,PETRO STOP #394,"I-35, EXIT 101 & FM-140",Pearsall,TX,740,3.53566666,44.30448911744534,-116.25279936507516
68861,KWIK TRIP #733,SR-76/SR-44,Caledonia,MN,515,3.49066666,35.284905813788086,-114.48616358617166
68864,QUICK FUEL #3190,"I-75, EXIT 68",Dayton,OH,317,3.67733333,30.64650163422486,-100.82454877536304
68865,QUICK FUEL #3192,"I-275, EXIT 42B & SR-747",Cincinnati,OH,300,3.25233333,32.686424089922724,-72.98829035635552
68868,PUMP & PANTRY #14,SR-92/SR-2,Broken Bow,NE,330,3.299,35.883266901503106,-85.35454242159597
68869,PUMP & PANTRY #4,SR-2 & SR-11,Cairo,NE,330,3.32733333,44.21669546953845,-76.61905669054337
68873,ONVO TRAVEL PLAZA - MOUNTAIN COBB,"I-84, EXIT 8",Lake Ariel,PA,200,3.58566666,32.117985953057776,-101.67716768300102
68874,QUIKTRIP #492,"I-10, EXIT 114 & SR-85",Buckeye,AZ,930,3.369,41.452737655023185,-117.83931502250009
68875,SHEETZ #512,"I-40, EXIT 203 & SR-66",Kernersville,NC,65,2.844,31.63023809062038,-71.2841181397793
68882,CAPITAL FUELS MYTON,US-40/191,Myton,UT,835,3.50233333,44.718863660869154,-119.14135046688152
68883,CBH TRAVEL CENTER,US-85,Belle Fourche                           ,SD,506,3.299,35.724247486637026,-72.61741734594554
68885,FLYING J #488,"I-35, EXIT 69",Cotulla,TX,693,3.599,41.628518083485844,-101.56612880754277
68886,BEBO'S,SR-38,Kentwood                                ,LA,600,3.01566666,35.138866242166976,-119.49547974890592
68888,Express Lane,"US-80, EXIT 33 & US-6/SR-78",Annawan,IL,270,3.299,39.415033157382126,-85.54213841377458
68888,Express Lane,"US-80, EXIT 33 & US-6/SR-78",Annawan,IL,270,3.399,32.88024127110055,-70.9729847984323
68890,Circle K #2741795,"I-430, EXIT 12 & SR-100",Maumelle,AR,695,3.18566666,32.19031528945444,-71.71871385812037
68891,LOVES TRAVEL STOP #480,I-40 EXIT 364,Lenoir City,TN,405,3.439,44.07096209352197,-111.95314943987908
68892,OLIVE EXXON,US-31,Holland,MI,371,3.799,43.7647091685665,-110.93760969669225
68893,J & H FAMILY STORE,"I-96, EXIT 52 & SR-50",Lowell,MI,371,3.789,43.312034103193234,-91.723054269017
68894,ROCKFORD MOBIL MART,"US-131, EXIT 97",Rockford                                ,MI,344,3.599,39.381501752498906,-88.13475867858378
68894,ROCKFORD MOBIL MART,"US-131, EXIT 97",Rockford                                ,MI,344,3.299,42.12402316824417,-83.02910431670672
68895,J & H FAMILY STORE #103,"I-196, EXIT 62",Hudsonville,MI,344,3.399,31.035554053670623,-110.94748197639262
68897,TA CARYVILLE,"I-75, EXIT 141",Pioneer,TN,405,3.00733333,35.021835628360186,-72.04964566177827
68899,XTRAMART,SR-9,Westborough,MA,175,3.649,34.70554687135734,-88.06303718553811
68900,DUCK THRU #41,US-17/SR-37,Hertford                                ,NC,130,3.599,39.5346798292892,-77.64765405647225
68901,SPEEDWAY #1224,"SR-741 & I-71, EXIT 25",Mason,OH,300,3.159,35.339366602059606,-92.99671423579142
68902,CASEYS #3062,SR-281 & SR-160,Medicine Lodge,KS,357,3.114,32.227601724655216,-99.28615762050588
68903,BIG D KWIK SHOP,SR-59,Gillette,WY,836,3.379,38.94700613120315,-71.1408546702502
68907,QUIKTRIP #943,"I-35E, EXIT 405 & US-77",Waxahachie,TX,630,2.89566666,42.21575881003622,-90.8939314590082
68908,SPEEDWAY #1804,"I-270, EXIT 32 & I-71, EXIT 116",Columbus,OH,315,3.69233333,35.7318524168996,-76.65632086004106
68912,Chisholm Corner #13,"SR-19 & I-35, EXIT 72",Pauls Valley,OK,569,3.089,31.984030726477226,-72.33538018168551
68913,CASEYS #3263,"I-90, EXIT 43 & SR-60",Worthington,MN,530,3.14233333,32.95032295969234,-86.23226864956703
68915,PUMP & PANTRY #53,US-20,Jackson,NE,527,3.41233333,33.56224957754076,-92.55306607406625
68916,YESWAY #1075,"I-20, EXIT 278",Tye,TX,575,2.87566666,34.498463894918046,-119.82445745446746
68919,GULF MART 5150,"I-90 E, MM 117",Natick                                  ,MA,34,4.06566666,39.64192605759464,-117.9990179630497
68921,GAS N GO,US-341/SR-7 & SR-96/SR-49,Fort Valley,GA,85,3.18233333,39.01418226806578,-109.95743919744419
68923,STRIPES 7FLEET #42509,US-67 & SR-137,Big Lake,TX,612,3.599,40.441197923505584,-110.69957840720024
68924,KWIK TRIP #326,"I-90, EXIT 171 & US-51 & US-14",Janesville,WI,420,3.374,35.4375297679727,-107.26206024000773
68925,KWIK TRIP #874,"I-35, EXIT 132 & US-8",Chisago City,MN,448,3.32733333,42.359964778199675,-104.75326811511695
68926,KWIK TRIP #872,SR-26,Jefferson,WI,420,3.38233333,33.061314917336404,-101.99672532246359
68927,MARATHON,US-19 & SR-80,Rosedale                                ,VA,185,3.749,37.03561121277231,-98.97311549655618
68928,PILOT TRAVEL CENTER #475,"I-40, EXIT 196 & SR-41",Moriarty,NM,580,3.244,42.01408082312145,-115.05668307719927
68929,SPEEDWAY #6953,"I-74/US-311, EXIT 65",High Point,NC,65,3.529,32.70237971598929,-117.8819034023609
68930,PILOT #4569,"I-95, EXIT 5",Hardeeville,SC,195,3.37566666,31.647946706111746,-86.30277754634884
68933,RUTTERS #23,US-30 & SR-462,Mountville,PA,70,3.979,43.25525951531985,-93.13325875784611
68935,JACKSONS FOOD STORES #144,I-84 & SR-55,Nampa                                   ,ID,785,3.899,35.143944941387936,-97.79278988899402
68936,AMOCO,US-421/SR-11 & SR-53,Burgaw,NC,245,3.599,40.25805187363548,-88.27800294158239
68937,LANTZ CORNERS MINI MART #255,US-6 & US-219,Kane                                    ,PA,240,3.71566666,30.380229063959078,-78.61602963982298
68938,TOOT N TOTUM #23,SR-136/207 & SR-152,Borger,TX,585,3.01566666,40.35070332614174,-98.61535454418977
68941,ALLTOWN MARKETS #2743,"US-3, EXIT 28",North Billerica,MA,178,3.68233333,34.74151967320456,-87.94402674740104
68946,FLYING J #97,"I-75, EXIT 64",Vandalia,OH,317,3.35233333,30.836112803811627,-72.32138880824206
68947,PILOT TRAVEL CENTER #593,"I-10, EXIT 268",Tucson,AZ,980,3.30233333,39.147191423221756,-78.01877520692196
68949,JOES KWIK MARTS #475,US-15 & SR-20,Orange,VA,180,3.33233333,33.6120572410976,-98.69995947487953
68950,KWIK TRIP #608,US-52 & SR-30,Chatfield,MN,515,3.48233333,35.8021086307782,-87.76415810926285
68951,KWIK TRIP #313,US-10 & SR-73,Neillsville,WI,395,3.339,31.208712184297703,-111.14645390420301
68952,MAVERIK COUNTRY STORE #425,"I-84, EXIT 376, US-30/US-95",Fruitland,ID,785,3.36566666,32.20744876642418,-91.9738907552455
68956,SPEEDWAY #4533,"US-18/US-12, EXIT 146",Madison,WI,448,3.599,34.469658532437656,-70.93358544307786
68957,TA EXPRESS #6259,US-85/SR-200,Alexander,ND,273,3.52566666,31.346392508402356,-94.08424423987388
68959,SPEEDWAY #5215,"I-70, EXIT 66 & SR-54",South Vienna,OH,315,3.159,43.66239397029473,-73.61808504049264
68960,MAVERIK COUNTRY STORE #484,"I-15/84, EXIT 343 & SR-126",Ogden,UT,835,3.39233333,30.090705647759677,-99.63325397483696
68964,JIFFY TRIP #201,US-64/SR-58,Cherokee                                ,OK,337,3.269,37.25790328296467,-70.05775864076844
68969,MAVERIK COUNTRY STORE #474,"I-80, EXIT 115, CR-154",Salt Lake City,UT,835,3.389,31.84871187198827,-91.03899823862211
68971,FLYING J #580,"I-20, EXIT 121",Odessa,TX,710,3.56566666,34.615186342169224,-117.88655028820327
68972,SUNOCO CLARA BARTON PLAZA #7005,NJTP MM 5 SB,Penns Grove,NJ,115,3.899,43.890893397273985,-90.6622601654306
68974,STRIPES #40801,US-181 & SR-123 & CR-347,Karnes City,TX,625,3.174,32.4254182991098,-106.27136521602017
68976,MAVERIK COUNTRY STORE #453,"I-80, EXIT 223 & SR-305",Battle Mountain,NV,835,3.389,44.48748479577499,-118.37593389820526
68977,MAVERIK COUNTRY STORE #444,US-491 & US-666,Monticello,UT,835,3.489,33.08691565484133,-78.95733476526684
68978,MAVERIK COUNTRY STORE #287,"I-84, EXIT 36 & US-30",Nampa,ID,785,3.38566666,41.123491627002444,-106.2135181509622
68979,MAVERIK COUNTRY STORE #478,"I-40, EXIT 286 & SR-77",Holbrook,AZ,930,3.224,38.20015897345968,-80.17257229767507
68981,PETRO-CARD 24 #910450,US-63 & US-36,Macon                                   ,MO,494,3.239,43.267180913951385,-105.58912085220665
